fournisseur,date_commande,categorie_produit,delai_prevu,delai_reel,prix,quantite
SUP_025,2024-01-15,non_alimentaire,14,14.0,14.87,8.0
SUP_020,2024-01-15,alimentaire,10,8.0,2.96,19.0
SUP_026,2024-01-15,alimentaire,2,2.0,3.1,18.0
SUP_043,2024-01-15,non_alimentaire,12,12.0,15.47,20.0
SUP_020,2024-01-15,non_alimentaire,15,15.0,15.11,6.0
SUP_064,2024-01-15,logistique,9,12.0,7.54,14.0
SUP_067,2024-01-15,alimentaire,5,5.0,2.92,9.0
SUP_009,2024-01-15,alimentaire,5,2.0,3.23,
SUP_065,2024-01-15,non_alimentaire,8,8.0,15.31,19.0
SUP_063,2024-01-15,alimentaire,5,5.0,2.8,15.0
SUP_053,2024-01-15,non_alimentaire,13,13.0,15.69,15.0
SUP_064,2024-01-15,logistique,10,11.0,7.81,17.0
SUP_080,2024-01-15,logistique,15,15.0,8.01,11.0
SUP_015,2024-01-16,non_alimentaire,7,7.0,15.23,36.0
SUP_009,2024-01-16,alimentaire,3,3.0,3.25,2.0
SUP_061,2024-01-16,logistique,14,14.0,7.85,3.0
SUP_072,2024-01-16,alimentaire,7,7.0,2.96,4.0
SUP_001,2024-01-16,non_alimentaire,14,14.0,14.83,29.0
SUP_030,2024-01-16,alimentaire,2,2.0,3.07,8.0
SUP_071,2024-01-16,logistique,7,8.0,6.75,25.0
SUP_070,2024-01-16,non_alimentaire,16,19.0,14.94,17.0
SUP_064,2024-01-16,non_alimentaire,15,15.0,14.98,14.0
SUP_078,2024-01-16,alimentaire,6,7.0,3.14,15.0
SUP_068,2024-01-16,alimentaire,10,11.0,3.2,13.0
SUP_041,2024-01-16,non_alimentaire,19,18.0,15.24,8.0
SUP_021,2024-01-16,non_alimentaire,12,12.0,15.0,31.0
SUP_041,2024-01-16,alimentaire,3,3.0,2.91,4.0
SUP_060,2024-01-16,non_alimentaire,17,17.0,15.55,2.0
SUP_055,2024-01-16,logistique,5,5.0,7.92,54.0
SUP_064,2024-01-16,alimentaire,9,9.0,3.01,18.0
SUP_031,2024-01-16,alimentaire,8,10.0,2.7,10.0
SUP_070,2024-01-16,alimentaire,7,7.0,2.83,19.0
SUP_041,2024-01-16,non_alimentaire,10,10.0,15.3,18.0
SUP_054,2024-01-16,logistique,7,15.0,7.82,2.0
SUP_069,2024-01-16,non_alimentaire,8,8.0,15.59,8.0
SUP_015,2024-01-16,logistique,10,10.0,7.73,31.0
SUP_043,2024-01-16,alimentaire,5,5.0,2.91,37.0
SUP_014,2024-01-16,non_alimentaire,6,6.0,14.99,27.0
SUP_067,2024-01-16,non_alimentaire,16,16.0,14.81,6.0
SUP_014,2024-01-16,non_alimentaire,9,9.0,15.5,10.0
SUP_038,2024-01-16,alimentaire,10,11.0,2.94,7.0
SUP_004,2024-01-16,alimentaire,7,5.0,3.07,7.0
SUP_059,2024-01-17,alimentaire,2,2.0,3.08,35.0
SUP_076,2024-01-17,alimentaire,7,7.0,3.23,16.0
SUP_054,2024-01-17,alimentaire,10,10.0,2.54,4.0
SUP_079,2024-01-17,non_alimentaire,9,9.0,14.94,4.0
SUP_046,2024-01-17,non_alimentaire,20,20.0,15.28,12.0
SUP_076,2024-01-17,alimentaire,6,6.0,3.26,5.0
SUP_054,2024-01-17,non_alimentaire,16,15.0,10.97,4.0
SUP_018,2024-01-17,alimentaire,10,10.0,2.92,6.0
SUP_071,2024-01-17,non_alimentaire,5,5.0,14.49,12.0
SUP_006,2024-01-17,alimentaire,3,2.0,2.96,17.0
SUP_071,2024-01-17,non_alimentaire,19,19.0,15.2,8.0
SUP_042,2024-01-17,non_alimentaire,11,11.0,14.71,17.0
SUP_037,2024-01-17,alimentaire,2,3.0,2.96,11.0
SUP_036,2024-01-17,non_alimentaire,14,11.0,14.77,11.0
SUP_070,2024-01-17,alimentaire,4,8.0,2.91,18.0
SUP_041,2024-01-17,non_alimentaire,15,15.0,14.89,3.0
SUP_055,2024-01-17,alimentaire,8,7.0,3.05,7.0
SUP_076,2024-01-17,alimentaire,4,5.0,2.69,1.0
SUP_058,2024-01-17,alimentaire,3,3.0,2.85,16.0
SUP_020,2024-01-17,logistique,8,8.0,8.45,4.0
SUP_074,2024-01-17,logistique,3,4.0,8.21,12.0
SUP_044,2024-01-17,logistique,15,15.0,6.23,6.0
SUP_025,2024-01-17,non_alimentaire,12,12.0,15.46,10.0
SUP_041,2024-01-17,non_alimentaire,10,10.0,14.86,25.0
SUP_010,2024-01-17,non_alimentaire,18,20.0,15.0,13.0
SUP_026,2024-01-17,logistique,5,5.0,8.3,13.0
SUP_006,2024-01-17,logistique,14,14.0,8.26,19.0
SUP_067,2024-01-17,alimentaire,10,10.0,2.98,21.0
SUP_044,2024-01-17,alimentaire,8,8.0,23.68,5.0
SUP_009,2024-01-17,non_alimentaire,18,18.0,15.38,14.0
SUP_059,2024-01-17,alimentaire,4,4.0,2.88,4.0
SUP_004,2024-01-17,non_alimentaire,5,5.0,15.47,5.0
SUP_019,2024-01-17,non_alimentaire,8,8.0,14.88,29.0
SUP_018,2024-01-17,non_alimentaire,12,9.0,15.47,11.0
SUP_036,2024-01-17,non_alimentaire,15,17.0,14.17,26.0
SUP_018,2024-01-18,logistique,9,9.0,8.37,17.0
SUP_040,2024-01-18,non_alimentaire,6,6.0,14.81,9.0
SUP_023,2024-01-18,alimentaire,6,6.0,3.04,9.0
SUP_038,2024-01-18,non_alimentaire,15,15.0,14.88,12.0
SUP_011,2024-01-18,alimentaire,5,5.0,2.89,3.0
SUP_068,2024-01-18,non_alimentaire,10,10.0,14.63,3.0
SUP_017,2024-01-18,logistique,8,8.0,8.12,21.0
SUP_025,2024-01-18,logistique,8,8.0,7.88,19.0
SUP_065,2024-01-18,alimentaire,5,5.0,3.08,43.0
SUP_018,2024-01-18,non_alimentaire,10,10.0,15.09,14.0
SUP_014,2024-01-18,alimentaire,9,9.0,2.93,9.0
SUP_004,2024-01-18,non_alimentaire,17,18.0,15.02,4.0
SUP_070,2024-01-18,non_alimentaire,15,18.0,13.18,11.0
SUP_008,2024-01-18,alimentaire,2,2.0,4.64,8.0
SUP_044,2024-01-18,logistique,7,7.0,10.55,
SUP_055,2024-01-18,alimentaire,3,4.0,3.07,11.0
SUP_010,2024-01-18,non_alimentaire,6,6.0,15.17,5.0
SUP_033,2024-01-18,alimentaire,9,9.0,3.02,22.0
SUP_008,2024-01-18,alimentaire,3,3.0,2.91,6.0
SUP_061,2024-01-18,alimentaire,5,5.0,2.95,3.0
SUP_080,2024-01-18,logistique,10,8.0,7.31,11.0
SUP_018,2024-01-18,non_alimentaire,20,20.0,15.42,12.0
SUP_029,2024-01-18,alimentaire,10,11.0,2.96,17.0
SUP_035,2024-01-18,non_alimentaire,17,17.0,13.34,3.0
SUP_018,2024-01-18,alimentaire,8,8.0,2.96,18.0
SUP_061,2024-01-18,alimentaire,5,5.0,2.95,3.0
SUP_003,2024-01-18,alimentaire,4,4.0,3.04,5.0
SUP_016,2024-01-19,alimentaire,9,9.0,3.11,18.0
SUP_031,2024-01-19,non_alimentaire,12,12.0,15.88,4.0
SUP_043,2024-01-19,non_alimentaire,12,12.0,15.48,6.0
SUP_028,2024-01-19,logistique,7,7.0,8.23,18.0
SUP_060,2024-01-19,non_alimentaire,7,7.0,15.29,20.0
SUP_019,2024-01-19,non_alimentaire,11,11.0,15.23,8.0
SUP_074,2024-01-19,alimentaire,5,6.0,3.26,15.0
SUP_055,2024-01-19,alimentaire,7,7.0,3.03,17.0
SUP_080,2024-01-19,non_alimentaire,19,19.0,15.15,10.0
SUP_064,2024-01-19,alimentaire,4,5.0,3.0,3.0
SUP_051,2024-01-19,alimentaire,2,2.0,3.84,11.0
SUP_028,2024-01-19,alimentaire,6,7.0,2.98,6.0
SUP_025,2024-01-19,non_alimentaire,18,18.0,14.71,28.0
SUP_054,2024-01-19,alimentaire,10,13.0,3.96,13.0
SUP_010,2024-01-19,non_alimentaire,20,21.0,14.18,7.0
SUP_031,2024-01-19,non_alimentaire,14,14.0,13.49,2.0
SUP_010,2024-01-19,non_alimentaire,13,14.0,14.54,9.0
SUP_042,2024-01-19,non_alimentaire,15,15.0,15.3,17.0
SUP_023,2024-01-19,non_alimentaire,19,16.0,14.9,6.0
SUP_066,2024-01-19,non_alimentaire,18,18.0,15.05,
SUP_019,2024-01-19,non_alimentaire,17,17.0,15.34,27.0
SUP_034,2024-01-19,logistique,10,10.0,6.96,27.0
SUP_064,2024-01-19,alimentaire,7,7.0,2.95,4.0
SUP_040,2024-01-19,logistique,11,8.0,8.06,19.0
SUP_071,2024-01-19,alimentaire,2,2.0,2.85,8.0
SUP_067,2024-01-19,non_alimentaire,14,14.0,15.6,6.0
SUP_017,2024-01-19,alimentaire,6,6.0,2.91,10.0
SUP_076,2024-01-19,alimentaire,3,3.0,2.89,6.0
SUP_067,2024-01-19,non_alimentaire,7,7.0,14.22,18.0
SUP_079,2024-01-19,alimentaire,9,9.0,3.11,6.0
SUP_029,2024-01-20,logistique,12,12.0,8.28,8.0
SUP_039,2024-01-20,alimentaire,10,10.0,3.35,9.0
SUP_080,2024-01-20,alimentaire,5,5.0,2.94,6.0
SUP_007,2024-01-20,alimentaire,2,2.0,3.02,14.0
SUP_066,2024-01-20,alimentaire,3,3.0,2.96,10.0
SUP_037,2024-01-20,alimentaire,9,9.0,2.93,
SUP_068,2024-01-20,non_alimentaire,11,11.0,14.9,4.0
SUP_018,2024-01-20,alimentaire,5,6.0,2.85,9.0
SUP_013,2024-01-20,alimentaire,2,2.0,2.8,16.0
SUP_069,2024-01-20,alimentaire,9,10.0,2.94,24.0
SUP_041,2024-01-20,logistique,7,7.0,7.99,66.0
SUP_040,2024-01-20,non_alimentaire,19,20.0,14.77,9.0
SUP_010,2024-01-20,alimentaire,7,7.0,2.89,11.0
SUP_017,2024-01-20,alimentaire,5,5.0,2.95,4.0
SUP_078,2024-01-20,non_alimentaire,18,18.0,14.46,3.0
SUP_016,2024-01-20,alimentaire,10,11.0,24.08,16.0
SUP_045,2024-01-20,alimentaire,7,7.0,2.99,
SUP_009,2024-01-20,alimentaire,5,6.0,2.81,6.0
SUP_064,2024-01-20,alimentaire,3,2.0,3.03,11.0
SUP_028,2024-01-20,non_alimentaire,12,12.0,15.18,7.0
SUP_011,2024-01-20,logistique,8,8.0,8.0,12.0
SUP_045,2024-01-20,alimentaire,9,9.0,2.92,3.0
SUP_068,2024-01-20,non_alimentaire,14,16.0,14.51,18.0
SUP_052,2024-01-20,logistique,14,14.0,7.84,13.0
SUP_067,2024-01-20,non_alimentaire,13,13.0,15.04,5.0
SUP_006,2024-01-20,alimentaire,5,5.0,2.94,4.0
SUP_054,2024-01-20,alimentaire,4,4.0,3.6,5.0
SUP_030,2024-01-20,alimentaire,10,10.0,3.08,44.0
SUP_034,2024-01-20,alimentaire,3,2.0,,3.0
SUP_006,2024-01-20,non_alimentaire,8,8.0,14.97,15.0
SUP_058,2024-01-20,non_alimentaire,20,20.0,14.42,9.0
SUP_044,2024-01-20,non_alimentaire,19,21.0,15.3,6.0
SUP_077,2024-01-20,alimentaire,8,8.0,2.97,8.0
SUP_080,2024-01-20,non_alimentaire,9,9.0,14.98,28.0
SUP_016,2024-01-20,alimentaire,3,3.0,2.88,9.0
SUP_017,2024-01-20,non_alimentaire,14,14.0,15.1,3.0
SUP_021,2024-01-20,alimentaire,2,2.0,2.7,9.0
SUP_032,2024-01-21,non_alimentaire,10,10.0,14.61,27.0
SUP_031,2024-01-21,alimentaire,7,8.0,3.4,16.0
SUP_008,2024-01-21,alimentaire,9,11.0,2.28,4.0
SUP_073,2024-01-21,alimentaire,5,5.0,2.95,11.0
SUP_043,2024-01-21,non_alimentaire,8,8.0,14.79,7.0
SUP_029,2024-01-21,non_alimentaire,20,21.0,15.01,17.0
SUP_040,2024-01-21,alimentaire,8,8.0,2.92,7.0
SUP_019,2024-01-21,non_alimentaire,19,21.0,15.17,6.0
SUP_053,2024-01-21,alimentaire,10,12.0,2.81,4.0
SUP_053,2024-01-21,logistique,8,8.0,8.55,11.0
SUP_038,2024-01-21,logistique,15,15.0,8.22,10.0
SUP_016,2024-01-21,alimentaire,5,6.0,3.06,13.0
SUP_080,2024-01-21,logistique,7,7.0,8.15,12.0
SUP_009,2024-01-21,logistique,5,5.0,7.94,52.0
SUP_029,2024-01-21,alimentaire,7,9.0,2.95,25.0
SUP_045,2024-01-21,non_alimentaire,7,8.0,14.75,
SUP_076,2024-01-21,non_alimentaire,18,18.0,14.82,4.0
SUP_074,2024-01-21,alimentaire,3,3.0,3.12,6.0
SUP_027,2024-01-21,non_alimentaire,19,19.0,15.73,2.0
SUP_061,2024-01-21,non_alimentaire,16,16.0,15.06,5.0
SUP_006,2024-01-21,alimentaire,6,6.0,2.92,9.0
SUP_069,2024-01-21,alimentaire,8,8.0,3.04,6.0
SUP_067,2024-01-21,alimentaire,10,9.0,2.84,20.0
SUP_067,2024-01-22,non_alimentaire,20,20.0,14.96,7.0
SUP_041,2024-01-22,non_alimentaire,6,6.0,14.93,8.0
SUP_054,2024-01-22,alimentaire,4,4.0,3.22,5.0
SUP_061,2024-01-22,non_alimentaire,5,5.0,14.52,11.0
SUP_010,2024-01-22,non_alimentaire,6,8.0,12.93,5.0
SUP_066,2024-01-22,alimentaire,3,3.0,3.05,11.0
SUP_001,2024-01-22,non_alimentaire,8,8.0,15.99,5.0
SUP_006,2024-01-22,logistique,11,11.0,7.45,9.0
SUP_061,2024-01-22,non_alimentaire,16,16.0,15.14,11.0
SUP_013,2024-01-22,alimentaire,3,6.0,3.02,48.0
SUP_010,2024-01-22,logistique,5,3.0,7.83,7.0
SUP_049,2024-01-22,alimentaire,7,7.0,3.08,6.0
SUP_036,2024-01-22,alimentaire,2,2.0,3.19,8.0
SUP_005,2024-01-22,logistique,9,10.0,7.71,3.0
SUP_049,2024-01-22,alimentaire,7,7.0,3.08,6.0
SUP_023,2024-01-22,non_alimentaire,5,6.0,15.17,8.0
SUP_042,2024-01-22,alimentaire,10,10.0,3.14,30.0
SUP_013,2024-01-22,alimentaire,6,6.0,3.22,9.0
SUP_047,2024-01-22,alimentaire,5,5.0,3.02,15.0
SUP_040,2024-01-22,non_alimentaire,17,17.0,14.9,31.0
SUP_041,2024-01-22,logistique,13,13.0,8.11,18.0
SUP_036,2024-01-22,non_alimentaire,16,16.0,13.81,15.0
SUP_008,2024-01-22,logistique,10,10.0,8.18,4.0
SUP_060,2024-01-22,non_alimentaire,11,11.0,15.04,8.0
SUP_072,2024-01-22,alimentaire,10,10.0,3.04,
SUP_078,2024-01-22,non_alimentaire,15,15.0,14.64,10.0
SUP_076,2024-01-22,logistique,5,5.0,7.88,12.0
SUP_056,2024-01-22,non_alimentaire,5,7.0,16.31,9.0
SUP_073,2024-01-22,logistique,15,15.0,7.77,7.0
SUP_016,2024-01-22,alimentaire,7,7.0,3.02,31.0
SUP_024,2024-01-22,alimentaire,8,8.0,2.99,
SUP_010,2024-01-22,alimentaire,7,7.0,3.09,8.0
SUP_076,2024-01-22,alimentaire,2,2.0,2.93,4.0
SUP_030,2024-01-22,alimentaire,2,3.0,3.03,13.0
SUP_063,2024-01-23,non_alimentaire,7,7.0,16.88,2.0
SUP_020,2024-01-23,non_alimentaire,12,11.0,15.29,19.0
SUP_001,2024-01-23,non_alimentaire,11,11.0,14.68,4.0
SUP_067,2024-01-23,non_alimentaire,7,4.0,14.24,15.0
SUP_047,2024-01-23,non_alimentaire,17,18.0,14.76,15.0
SUP_062,2024-01-23,alimentaire,7,7.0,3.07,5.0
SUP_052,2024-01-23,non_alimentaire,10,10.0,15.56,18.0
SUP_036,2024-01-23,alimentaire,10,10.0,3.0,10.0
SUP_010,2024-01-23,non_alimentaire,10,10.0,15.02,7.0
SUP_005,2024-01-23,alimentaire,10,10.0,2.91,9.0
SUP_018,2024-01-23,alimentaire,4,2.0,,15.0
SUP_018,2024-01-23,logistique,5,3.0,7.91,4.0
SUP_066,2024-01-23,non_alimentaire,15,16.0,15.44,5.0
SUP_077,2024-01-23,logistique,15,15.0,9.59,5.0
SUP_010,2024-01-23,non_alimentaire,17,18.0,15.41,10.0
SUP_064,2024-01-23,alimentaire,6,6.0,2.89,4.0
SUP_067,2024-01-23,non_alimentaire,15,17.0,13.96,4.0
SUP_077,2024-01-23,logistique,4,6.0,7.49,13.0
SUP_047,2024-01-23,alimentaire,3,3.0,3.02,11.0
SUP_012,2024-01-23,alimentaire,10,10.0,3.49,21.0
SUP_075,2024-01-23,logistique,5,5.0,8.57,22.0
SUP_069,2024-01-23,alimentaire,2,2.0,2.95,16.0
SUP_008,2024-01-23,non_alimentaire,12,17.0,16.49,7.0
SUP_060,2024-01-23,non_alimentaire,17,17.0,15.35,17.0
SUP_034,2024-01-23,alimentaire,7,7.0,2.4,17.0
SUP_063,2024-01-23,alimentaire,9,6.0,2.93,4.0
SUP_068,2024-01-23,alimentaire,3,5.0,3.42,10.0
SUP_057,2024-01-23,non_alimentaire,13,13.0,15.37,7.0
SUP_039,2024-01-23,alimentaire,6,6.0,2.84,8.0
SUP_004,2024-01-23,non_alimentaire,10,10.0,15.11,2.0
SUP_034,2024-01-23,alimentaire,7,7.0,2.4,17.0
SUP_041,2024-01-23,alimentaire,10,10.0,2.94,4.0
SUP_013,2024-01-23,non_alimentaire,14,14.0,12.54,14.0
SUP_021,2024-01-23,alimentaire,5,5.0,3.0,5.0
SUP_023,2024-01-23,non_alimentaire,20,20.0,,9.0
SUP_021,2024-01-24,alimentaire,2,2.0,2.9,3.0
SUP_065,2024-01-24,logistique,8,8.0,7.85,23.0
SUP_058,2024-01-24,alimentaire,7,9.0,3.02,27.0
SUP_064,2024-01-24,alimentaire,7,4.0,3.09,15.0
SUP_070,2024-01-24,logistique,5,5.0,10.1,18.0
SUP_017,2024-01-24,non_alimentaire,12,12.0,14.72,2.0
SUP_076,2024-01-24,alimentaire,9,9.0,2.95,10.0
SUP_079,2024-01-24,alimentaire,6,6.0,3.05,6.0
SUP_078,2024-01-24,alimentaire,6,6.0,2.9,6.0
SUP_067,2024-01-24,alimentaire,7,7.0,2.94,
SUP_067,2024-01-24,alimentaire,6,6.0,2.86,9.0
SUP_030,2024-01-24,alimentaire,8,,2.82,5.0
SUP_053,2024-01-24,logistique,5,9.0,9.13,19.0
SUP_033,2024-01-24,logistique,3,3.0,7.9,8.0
SUP_053,2024-01-24,non_alimentaire,7,8.0,14.83,8.0
SUP_037,2024-01-24,alimentaire,10,10.0,3.1,15.0
SUP_021,2024-01-24,logistique,10,10.0,7.69,8.0
SUP_035,2024-01-24,logistique,6,,10.54,11.0
SUP_029,2024-01-24,logistique,9,9.0,7.81,9.0
SUP_042,2024-01-24,non_alimentaire,12,12.0,14.64,9.0
SUP_078,2024-01-24,non_alimentaire,8,,15.08,15.0
SUP_076,2024-01-24,alimentaire,5,6.0,2.86,7.0
SUP_065,2024-01-24,non_alimentaire,12,12.0,15.11,2.0
SUP_016,2024-01-24,alimentaire,3,0.0,2.95,7.0
SUP_010,2024-01-24,non_alimentaire,7,7.0,13.52,3.0
SUP_018,2024-01-24,non_alimentaire,20,20.0,15.65,4.0
SUP_080,2024-01-24,non_alimentaire,20,,14.68,3.0
SUP_035,2024-01-24,logistique,6,6.0,7.82,6.0
SUP_062,2024-01-24,alimentaire,9,9.0,2.81,17.0
SUP_080,2024-01-24,non_alimentaire,7,7.0,15.35,16.0
SUP_051,2024-01-24,non_alimentaire,14,14.0,18.49,7.0
SUP_041,2024-01-24,logistique,7,7.0,8.06,10.0
SUP_034,2024-01-24,non_alimentaire,5,7.0,16.47,9.0
SUP_007,2024-01-24,alimentaire,7,7.0,3.2,10.0
SUP_006,2024-01-24,alimentaire,5,5.0,,23.0
SUP_054,2024-01-25,non_alimentaire,18,18.0,17.51,10.0
SUP_038,2024-01-25,alimentaire,10,12.0,3.0,5.0
SUP_030,2024-01-25,logistique,4,4.0,8.04,12.0
SUP_061,2024-01-25,alimentaire,5,6.0,2.96,3.0
SUP_042,2024-01-25,non_alimentaire,18,18.0,15.35,14.0
SUP_060,2024-01-25,alimentaire,10,11.0,2.91,10.0
SUP_077,2024-01-25,alimentaire,9,9.0,2.74,22.0
SUP_007,2024-01-25,alimentaire,9,9.0,3.1,11.0
SUP_056,2024-01-25,alimentaire,5,5.0,3.04,4.0
SUP_016,2024-01-25,alimentaire,7,8.0,2.87,18.0
SUP_064,2024-01-25,logistique,7,8.0,7.43,30.0
SUP_008,2024-01-25,alimentaire,3,3.0,2.78,3.0
SUP_046,2024-01-25,alimentaire,8,8.0,2.97,4.0
SUP_005,2024-01-25,alimentaire,8,8.0,3.23,11.0
SUP_062,2024-01-25,non_alimentaire,9,9.0,15.08,13.0
SUP_036,2024-01-25,alimentaire,2,2.0,2.96,27.0
SUP_066,2024-01-25,non_alimentaire,17,17.0,15.05,20.0
SUP_038,2024-01-25,non_alimentaire,6,6.0,15.1,11.0
SUP_034,2024-01-25,non_alimentaire,16,18.0,12.8,15.0
SUP_057,2024-01-25,alimentaire,7,7.0,3.04,3.0
SUP_056,2024-01-25,alimentaire,3,3.0,3.09,4.0
SUP_040,2024-01-25,non_alimentaire,19,21.0,14.34,16.0
SUP_076,2024-01-25,non_alimentaire,9,9.0,16.21,18.0
SUP_055,2024-01-25,alimentaire,3,3.0,3.15,4.0
SUP_064,2024-01-25,non_alimentaire,5,5.0,14.16,4.0
SUP_061,2024-01-25,logistique,15,15.0,7.66,19.0
SUP_057,2024-01-25,non_alimentaire,16,16.0,15.1,4.0
SUP_030,2024-01-25,alimentaire,2,2.0,2.88,11.0
SUP_025,2024-01-25,non_alimentaire,18,18.0,15.04,3.0
SUP_010,2024-01-25,non_alimentaire,6,3.0,15.05,7.0
SUP_028,2024-01-25,non_alimentaire,7,7.0,14.63,5.0
SUP_074,2024-01-25,non_alimentaire,18,19.0,16.38,9.0
SUP_021,2024-01-25,logistique,15,15.0,8.5,7.0
SUP_079,2024-01-25,alimentaire,6,4.0,2.92,9.0
SUP_004,2024-01-25,non_alimentaire,15,15.0,16.24,6.0
SUP_048,2024-01-26,non_alimentaire,11,11.0,14.96,11.0
SUP_005,2024-01-26,alimentaire,10,10.0,2.97,4.0
SUP_056,2024-01-26,logistique,12,12.0,9.5,6.0
SUP_032,2024-01-26,alimentaire,10,10.0,3.12,10.0
SUP_010,2024-01-26,non_alimentaire,20,20.0,15.92,3.0
SUP_061,2024-01-26,non_alimentaire,16,16.0,14.49,26.0
SUP_076,2024-01-26,alimentaire,2,2.0,3.06,22.0
SUP_038,2024-01-26,alimentaire,8,5.0,3.1,3.0
SUP_036,2024-01-26,alimentaire,3,1.0,3.44,3.0
SUP_016,2024-01-26,logistique,8,5.0,7.77,25.0
SUP_074,2024-01-26,non_alimentaire,11,11.0,13.97,4.0
SUP_014,2024-01-26,alimentaire,10,10.0,3.03,14.0
SUP_076,2024-01-26,logistique,7,7.0,8.16,15.0
SUP_043,2024-01-26,alimentaire,4,5.0,2.97,20.0
SUP_066,2024-01-26,logistique,9,9.0,7.8,83.0
SUP_017,2024-01-26,non_alimentaire,6,4.0,14.89,8.0
SUP_062,2024-01-26,alimentaire,2,2.0,3.03,23.0
SUP_015,2024-01-26,non_alimentaire,20,20.0,14.39,8.0
SUP_050,2024-01-26,non_alimentaire,16,16.0,15.04,11.0
SUP_048,2024-01-26,non_alimentaire,20,21.0,15.42,21.0
SUP_071,2024-01-26,alimentaire,7,7.0,2.77,39.0
SUP_029,2024-01-26,non_alimentaire,20,20.0,15.78,15.0
SUP_005,2024-01-26,non_alimentaire,14,14.0,15.01,7.0
SUP_056,2024-01-26,alimentaire,10,7.0,3.31,36.0
SUP_067,2024-01-26,alimentaire,7,7.0,2.83,9.0
SUP_016,2024-01-26,non_alimentaire,11,11.0,15.68,18.0
SUP_010,2024-01-26,alimentaire,2,2.0,2.9,2.0
SUP_021,2024-01-26,logistique,15,15.0,9.51,3.0
SUP_008,2024-01-26,alimentaire,3,5.0,3.23,15.0
SUP_024,2024-01-26,logistique,14,14.0,7.62,23.0
SUP_061,2024-01-26,alimentaire,8,8.0,3.11,31.0
SUP_021,2024-01-26,alimentaire,3,3.0,2.85,12.0
SUP_070,2024-01-26,logistique,12,16.0,15.12,11.0
SUP_054,2024-01-26,non_alimentaire,14,18.0,14.13,11.0
SUP_080,2024-01-26,logistique,12,12.0,7.97,3.0
SUP_055,2024-01-26,non_alimentaire,11,11.0,15.7,2.0
SUP_037,2024-01-26,alimentaire,6,6.0,2.93,5.0
SUP_021,2024-01-26,non_alimentaire,18,19.0,13.48,3.0
SUP_016,2024-01-27,non_alimentaire,6,6.0,14.49,17.0
SUP_054,2024-01-27,alimentaire,9,9.0,2.5,4.0
SUP_079,2024-01-27,alimentaire,7,7.0,3.04,9.0
SUP_077,2024-01-27,alimentaire,7,,2.58,2.0
SUP_079,2024-01-27,alimentaire,7,7.0,3.0,6.0
SUP_013,2024-01-27,alimentaire,6,6.0,3.17,14.0
SUP_014,2024-01-27,alimentaire,9,10.0,2.96,18.0
SUP_019,2024-01-27,alimentaire,7,7.0,2.97,21.0
SUP_016,2024-01-27,non_alimentaire,9,10.0,14.74,9.0
SUP_054,2024-01-27,non_alimentaire,15,15.0,12.01,21.0
SUP_016,2024-01-27,non_alimentaire,6,6.0,14.49,17.0
SUP_072,2024-01-27,alimentaire,3,2.0,3.09,25.0
SUP_060,2024-01-27,logistique,10,8.0,7.69,4.0
SUP_006,2024-01-27,non_alimentaire,15,13.0,15.31,7.0
SUP_011,2024-01-27,non_alimentaire,11,11.0,15.48,12.0
SUP_040,2024-01-27,alimentaire,6,6.0,3.08,7.0
SUP_016,2024-01-27,alimentaire,7,7.0,2.99,11.0
SUP_016,2024-01-27,alimentaire,7,8.0,3.06,6.0
SUP_010,2024-01-27,non_alimentaire,19,19.0,16.94,7.0
SUP_063,2024-01-27,alimentaire,6,8.0,2.74,7.0
SUP_053,2024-01-27,alimentaire,2,4.0,2.87,13.0
SUP_038,2024-01-27,alimentaire,10,10.0,2.96,8.0
SUP_013,2024-01-27,alimentaire,3,3.0,2.97,20.0
SUP_018,2024-01-27,non_alimentaire,7,7.0,14.54,9.0
SUP_078,2024-01-27,non_alimentaire,9,10.0,15.45,16.0
SUP_048,2024-01-27,non_alimentaire,7,6.0,15.12,9.0
SUP_040,2024-01-27,alimentaire,3,3.0,3.1,17.0
SUP_067,2024-01-28,logistique,15,15.0,7.4,4.0
SUP_062,2024-01-28,non_alimentaire,6,6.0,14.22,8.0
SUP_019,2024-01-28,logistique,5,5.0,7.56,5.0
SUP_074,2024-01-28,alimentaire,8,10.0,3.16,
SUP_041,2024-01-28,non_alimentaire,19,19.0,15.24,3.0
SUP_022,2024-01-28,non_alimentaire,20,20.0,14.33,19.0
SUP_002,2024-01-28,non_alimentaire,20,18.0,19.58,7.0
SUP_076,2024-01-28,non_alimentaire,10,10.0,13.43,11.0
SUP_020,2024-01-28,alimentaire,8,8.0,3.04,4.0
SUP_055,2024-01-28,alimentaire,4,4.0,3.07,8.0
SUP_021,2024-01-28,logistique,6,6.0,6.61,11.0
SUP_066,2024-01-28,alimentaire,4,4.0,2.93,2.0
SUP_040,2024-01-28,non_alimentaire,10,10.0,14.88,12.0
SUP_043,2024-01-28,alimentaire,10,11.0,3.0,6.0
SUP_026,2024-01-28,non_alimentaire,20,20.0,14.85,5.0
SUP_037,2024-01-28,alimentaire,7,8.0,3.21,22.0
SUP_038,2024-01-28,non_alimentaire,9,9.0,15.71,14.0
SUP_016,2024-01-28,non_alimentaire,19,19.0,59.68,23.0
SUP_008,2024-01-28,alimentaire,2,4.0,2.8,3.0
SUP_010,2024-01-28,non_alimentaire,10,10.0,15.44,29.0
